"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @CarolynnePries1: Its just getting worse :( #semeru #volcano #eruption Link to live stream in comments.  go and check them out. https://…",FALSE,0,NA,2022-12-04 08:24:53,FALSE,NA,"1599318814218326016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ozel_tulin",73,TRUE,FALSE,NA,NA
"RT @RH_News_World: Semeru volcano erupted after a 6.7 magnitude #earthquake on the island of #Java (Indonesia).

Exactly one year ago, on D…",FALSE,0,NA,2022-12-04 08:24:29,FALSE,NA,"1599318712003493888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JIJI79426849",3,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 08:24:11,FALSE,NA,"1599318634433634304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kazooooya",99,TRUE,FALSE,NA,NA
"RT @Top_Disaster: Another - New eruption of the #Semeru volcano, located on the island of #Java, #Indonesia 🇮🇩

 The column of smoke and as…",FALSE,0,NA,2022-12-04 08:24:07,FALSE,NA,"1599318620806733825",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JIJI79426849",10,TRUE,FALSE,NA,NA
"RT @Top_Disaster: The Semeru volcano on the island of Java in Indonesia has begun an eruption. 🇮🇩 (4-12-2022)
#semeru #volcano #Java #Indon…",FALSE,0,NA,2022-12-04 08:23:51,FALSE,NA,"1599318553886617600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fliesenzahler",12,TRUE,FALSE,NA,NA
"RT @gchahal: WATCH: #BNNIndonesia Reports

CCTV footage of Mount #Semeru erupting in East Java prompted authorities to issue a maximum dang…",FALSE,0,NA,2022-12-04 08:23:16,FALSE,NA,"1599318404821053441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","herdapr",83,TRUE,FALSE,NA,NA
"RT @RH_News_World: Semeru volcano erupted after a 6.7 magnitude #earthquake on the island of #Java (Indonesia).

Exactly one year ago, on D…",FALSE,0,NA,2022-12-04 08:23:16,FALSE,NA,"1599318404791296001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RH_News_World",3,TRUE,FALSE,NA,NA
"RT @Top_Disaster: Another - New eruption of the #Semeru volcano, located on the island of #Java, #Indonesia 🇮🇩

 The column of smoke and as…",FALSE,0,NA,2022-12-04 08:23:10,FALSE,NA,"1599318380183707649",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JIJI79426849",17,TRUE,FALSE,NA,NA
"RT @Top_Disaster: The Semeru volcano on the island of Java in Indonesia has begun an eruption. 🇮🇩 (4-12-2022)
#semeru #volcano #Java #Indon…",FALSE,0,NA,2022-12-04 08:22:59,FALSE,NA,"1599318335631798273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JIJI79426849",12,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 08:22:38,FALSE,NA,"1599318244896411650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ferdirorimpunu",386,TRUE,FALSE,NA,NA
"RT @HastoSuprayogo: Stay safe people. #Semeru mountain in the island of #Java, #Indonesia has erupted on Sunday, 4 Dec 2022 at 12 PM (5 AM…",FALSE,0,NA,2022-12-04 08:22:35,FALSE,NA,"1599318233831866368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zaenal58788427",2,TRUE,FALSE,NA,NA
"RT @Top_Disaster: Another - New eruption of the #Semeru volcano, located on the island of #Java, #Indonesia 🇮🇩

 The column of smoke and as…",FALSE,0,NA,2022-12-04 08:22:11,FALSE,NA,"1599318134091321344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JIJI79426849",11,TRUE,FALSE,NA,NA
"RT @gchahal: WATCH: #BNNIndonesia Reports

CCTV footage of Mount #Semeru erupting in East Java prompted authorities to issue a maximum dang…",FALSE,0,NA,2022-12-04 08:21:39,FALSE,NA,"1599317999944892416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GatotYudhantooo",83,TRUE,FALSE,NA,NA
"Heat wave full of vulcanic ashes from #Semeru mountain eruption was reported reaching Gladak Perak bridge which con… https://t.co/G9QODbpJl2",FALSE,2,"HastoSuprayogo",2022-12-04 08:21:25,TRUE,"1599316393945890816","1599317941665017856","135413212","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HastoSuprayogo",0,FALSE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 08:21:21,FALSE,NA,"1599317921653608448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keepie1",99,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 08:21:10,FALSE,NA,"1599317877303410688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pena33713856",99,TRUE,FALSE,NA,NA
"Terrifying images from Java #Indonesia. #MountSemeru #Semeru https://t.co/XYCraXI1Vh",FALSE,1,NA,2022-12-04 08:20:51,FALSE,NA,"1599317797729087489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrMacpherson",0,FALSE,FALSE,NA,NA
"RT @gchahal: WATCH: #BNNIndonesia Reports

CCTV footage of Mount #Semeru erupting in East Java prompted authorities to issue a maximum dang…",FALSE,0,NA,2022-12-04 08:20:39,FALSE,NA,"1599317745828782081",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JIJI79426849",83,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 08:20:27,FALSE,NA,"1599317695971078144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MDjancuk",386,TRUE,FALSE,NA,NA
"RT @fajarsdq__: #semeru mountain in #lumajang #eastjava is erupting, local government is mandating the people to be evacuated immediately a…",FALSE,0,NA,2022-12-04 08:20:16,FALSE,NA,"1599317652312555521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rumaisamilhan",24,TRUE,FALSE,NA,NA
"RT @nexta_tv: On the island of #Java in #Indonesia, the volcano #Semeru has erupted. Authorities issued a warning about the danger of the m…",FALSE,0,NA,2022-12-04 08:20:11,FALSE,NA,"1599317631928274946",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JIJI79426849",99,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 08:20:02,FALSE,NA,"1599317590777548800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Arsodendro",386,TRUE,FALSE,NA,NA
"Indonesia is not doing well. I hope Indonesian citizens are always in good health and always alert to natural event… https://t.co/B0yMdA2jJ7",FALSE,0,NA,2022-12-04 08:19:58,TRUE,NA,"1599317574554378242",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raymondrizkii_",0,FALSE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 08:19:55,FALSE,NA,"1599317563582054400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Butet_comel",386,TRUE,FALSE,NA,NA
"RT @CarolynnePries1: Oh no, this is really really bad.  #semeru #eruption #volcano #gunungsemeru #gunung.  I hope everyone is ok :( https:/…",FALSE,0,NA,2022-12-04 08:18:38,FALSE,NA,"1599317238548267012",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FremdsprachenIG",386,TRUE,FALSE,NA,NA
"RT @valurank: Content analysis:
This article scores 79/100. The complete report can be viewed here: https://t.co/dEIAtzjloi
(I'm a bot)

#D…",FALSE,0,NA,2022-12-04 08:18:17,FALSE,NA,"1599317151625936896",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">News RT Bot SL</a>","SLNewsRTBot",1,TRUE,FALSE,NA,NA
"RT @WatchTowerGW: #Indonesia's #Semeru #volcano on Java island erupted early on Sunday, prompting authorities to warn residents to stay awa…",FALSE,0,NA,2022-12-04 08:17:38,FALSE,NA,"1599316987725119488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","8kr8gm3uP8YzzH3",2,TRUE,FALSE,NA,NA
